phase,horizon_h,origin,target_time,actual_m,base_m,aux_missing,rain_amount_missing,rain_coverage_missing,missing45,missing108
test,6,2026-07-03T22:00:00-03:00,2026-07-04T04:00:00-03:00,7.22,8.11,6,0,0,6,0
test,6,2026-07-03T23:00:00-03:00,2026-07-04T05:00:00-03:00,7.17,8.04,6,0,0,6,0
test,6,2026-07-04T00:00:00-03:00,2026-07-04T06:00:00-03:00,7.11,7.94,6,0,0,6,0
test,6,2026-07-04T01:00:00-03:00,2026-07-04T07:00:00-03:00,7.06,7.78,6,0,0,6,0
test,6,2026-07-21T16:00:00-03:00,2026-07-21T22:00:00-03:00,7.38,3.27,6,0,0,6,0
test,6,2026-07-21T17:00:00-03:00,2026-07-21T23:00:00-03:00,9.21,3.21,6,0,0,6,0
test,6,2026-07-21T18:00:00-03:00,2026-07-22T00:00:00-03:00,10.77,3.25,6,0,0,6,0
test,6,2026-07-21T19:00:00-03:00,2026-07-22T01:00:00-03:00,11.99,3.42,6,0,0,6,0
test,6,2026-07-21T20:00:00-03:00,2026-07-22T02:00:00-03:00,12.97,3.89,6,0,0,6,0
test,6,2026-07-21T21:00:00-03:00,2026-07-22T03:00:00-03:00,13.77,5.02,6,0,0,6,0
test,6,2026-07-21T22:00:00-03:00,2026-07-22T04:00:00-03:00,14.49,6.95,6,0,0,6,0
test,6,2026-07-21T23:00:00-03:00,2026-07-22T05:00:00-03:00,15.16,8.77,6,0,0,6,0
test,6,2026-07-22T00:00:00-03:00,2026-07-22T06:00:00-03:00,15.81,10.42,6,0,0,6,0
test,6,2026-07-22T01:00:00-03:00,2026-07-22T07:00:00-03:00,16.5,11.7,6,0,0,6,0
test,6,2026-07-22T02:00:00-03:00,2026-07-22T08:00:00-03:00,17.16,12.75,6,0,0,6,0
test,6,2026-07-22T03:00:00-03:00,2026-07-22T09:00:00-03:00,17.78,13.57,6,0,0,6,0
test,6,2026-07-22T04:00:00-03:00,2026-07-22T10:00:00-03:00,18.37,14.31,6,0,0,6,0
test,6,2026-07-22T05:00:00-03:00,2026-07-22T11:00:00-03:00,18.79,15.0,6,0,0,6,0
test,6,2026-07-22T06:00:00-03:00,2026-07-22T12:00:00-03:00,19.02,15.64,6,0,0,6,0
test,6,2026-07-22T07:00:00-03:00,2026-07-22T13:00:00-03:00,19.24,16.33,6,0,0,6,0
test,6,2026-07-22T08:00:00-03:00,2026-07-22T14:00:00-03:00,19.26,17.0,6,0,0,6,0
test,6,2026-07-22T09:00:00-03:00,2026-07-22T15:00:00-03:00,19.86,17.7,6,0,0,6,0
test,6,2026-07-22T11:00:00-03:00,2026-07-22T17:00:00-03:00,18.95,18.68,6,0,0,6,0
test,6,2026-07-22T12:00:00-03:00,2026-07-22T18:00:00-03:00,18.68,19.03,6,0,0,6,0
test,6,2026-07-22T13:00:00-03:00,2026-07-22T19:00:00-03:00,18.43,19.19,6,0,0,6,0
test,6,2026-07-22T14:00:00-03:00,2026-07-22T20:00:00-03:00,18.11,19.25,6,0,0,6,0
test,6,2026-07-22T15:00:00-03:00,2026-07-22T21:00:00-03:00,17.79,19.28,6,0,0,6,0
test,6,2026-07-22T16:00:00-03:00,2026-07-22T22:00:00-03:00,17.41,19.81,6,0,0,6,0
test,6,2026-07-22T17:00:00-03:00,2026-07-22T23:00:00-03:00,17.04,,6,0,0,12,6
test,6,2026-07-22T18:00:00-03:00,2026-07-23T00:00:00-03:00,16.58,18.77,6,0,0,7,1
test,6,2026-07-22T19:00:00-03:00,2026-07-23T01:00:00-03:00,16.07,18.5,6,0,0,7,1
test,6,2026-07-22T20:00:00-03:00,2026-07-23T02:00:00-03:00,15.55,18.19,6,0,0,6,0
test,6,2026-07-22T21:00:00-03:00,2026-07-23T03:00:00-03:00,14.98,17.88,6,0,0,7,1
test,6,2026-07-22T22:00:00-03:00,2026-07-23T04:00:00-03:00,14.51,17.51,6,0,0,6,0
test,6,2026-07-22T23:00:00-03:00,2026-07-23T05:00:00-03:00,14.07,17.14,6,0,0,6,0
test,6,2026-07-23T00:00:00-03:00,2026-07-23T06:00:00-03:00,13.68,16.7,6,0,0,6,0
test,6,2026-07-23T01:00:00-03:00,2026-07-23T07:00:00-03:00,13.32,16.22,6,0,0,7,1
test,6,2026-07-23T02:00:00-03:00,2026-07-23T08:00:00-03:00,12.97,15.72,6,0,0,6,0
test,6,2026-07-23T03:00:00-03:00,2026-07-23T09:00:00-03:00,12.58,15.12,6,0,0,6,0
test,6,2026-07-23T04:00:00-03:00,2026-07-23T10:00:00-03:00,12.23,14.59,6,0,0,6,0
test,6,2026-07-23T05:00:00-03:00,2026-07-23T11:00:00-03:00,11.86,14.17,6,0,0,6,0
test,6,2026-07-23T06:00:00-03:00,2026-07-23T12:00:00-03:00,11.53,13.79,6,0,0,6,0
test,6,2026-07-23T07:00:00-03:00,2026-07-23T13:00:00-03:00,11.2,13.4,6,0,0,6,0
test,6,2026-07-23T08:00:00-03:00,2026-07-23T14:00:00-03:00,10.89,13.06,6,0,0,6,0
test,6,2026-07-23T09:00:00-03:00,2026-07-23T15:00:00-03:00,10.55,12.68,6,0,0,6,0
test,6,2026-07-23T10:00:00-03:00,2026-07-23T16:00:00-03:00,10.16,12.32,6,0,0,6,0
test,6,2026-07-23T11:00:00-03:00,2026-07-23T17:00:00-03:00,9.86,11.95,6,0,0,6,0
test,6,2026-07-23T12:00:00-03:00,2026-07-23T18:00:00-03:00,9.71,11.6,4,0,0,4,0
test,6,2026-07-23T13:00:00-03:00,2026-07-23T19:00:00-03:00,9.6,11.28,3,0,0,3,0
test,6,2026-07-23T14:00:00-03:00,2026-07-23T20:00:00-03:00,9.45,10.97,2,0,0,2,0
test,6,2026-07-23T15:00:00-03:00,2026-07-23T21:00:00-03:00,9.29,10.63,2,0,0,2,0
test,6,2026-07-23T16:00:00-03:00,2026-07-23T22:00:00-03:00,9.08,10.27,1,0,0,1,0
test,6,2026-07-23T17:00:00-03:00,2026-07-23T23:00:00-03:00,8.84,9.93,1,0,0,1,0
test,6,2026-07-23T18:00:00-03:00,2026-07-24T00:00:00-03:00,8.58,9.73,1,0,0,1,0
test,6,2026-07-23T19:00:00-03:00,2026-07-24T01:00:00-03:00,8.35,9.64,1,0,0,1,0
test,6,2026-07-23T20:00:00-03:00,2026-07-24T02:00:00-03:00,8.19,9.49,0,0,0,0,0
test,6,2026-07-23T21:00:00-03:00,2026-07-24T03:00:00-03:00,8.06,9.33,0,0,0,0,0
test,6,2026-07-23T22:00:00-03:00,2026-07-24T04:00:00-03:00,7.91,9.13,0,0,0,0,0
test,6,2026-07-23T23:00:00-03:00,2026-07-24T05:00:00-03:00,7.74,8.9,0,0,0,0,0
test,6,2026-07-24T00:00:00-03:00,2026-07-24T06:00:00-03:00,7.56,8.64,0,0,0,0,0
test,6,2026-07-24T01:00:00-03:00,2026-07-24T07:00:00-03:00,7.39,8.41,0,0,0,0,0
test,6,2026-07-24T02:00:00-03:00,2026-07-24T08:00:00-03:00,7.25,8.23,0,0,0,0,0
test,6,2026-07-24T03:00:00-03:00,2026-07-24T09:00:00-03:00,7.18,8.1,0,0,0,0,0
test,6,2026-07-24T04:00:00-03:00,2026-07-24T10:00:00-03:00,7.11,7.96,0,0,0,0,0
test,6,2026-07-24T05:00:00-03:00,2026-07-24T11:00:00-03:00,7.02,7.79,0,0,0,0,0
test,6,2026-07-28T11:00:00-03:00,2026-07-28T17:00:00-03:00,7.44,4.88,0,0,0,0,0
test,6,2026-07-28T12:00:00-03:00,2026-07-28T18:00:00-03:00,8.47,5.02,0,0,0,0,0
test,6,2026-07-28T13:00:00-03:00,2026-07-28T19:00:00-03:00,9.47,5.23,0,0,0,0,0
test,6,2026-07-28T14:00:00-03:00,2026-07-28T20:00:00-03:00,10.31,5.52,0,0,0,0,0
test,6,2026-07-28T15:00:00-03:00,2026-07-28T21:00:00-03:00,10.86,6.03,0,0,0,0,0
test,6,2026-07-28T16:00:00-03:00,2026-07-28T22:00:00-03:00,11.24,6.56,0,0,0,0,0
test,6,2026-07-28T17:00:00-03:00,2026-07-28T23:00:00-03:00,11.47,7.23,0,0,0,0,0
test,6,2026-07-28T18:00:00-03:00,2026-07-29T00:00:00-03:00,11.6,8.21,0,0,0,0,0
test,6,2026-07-28T19:00:00-03:00,2026-07-29T01:00:00-03:00,11.88,9.24,0,0,0,0,0
test,6,2026-07-28T20:00:00-03:00,2026-07-29T02:00:00-03:00,12.26,10.11,0,0,0,0,0
test,6,2026-07-28T21:00:00-03:00,2026-07-29T03:00:00-03:00,12.72,10.76,0,0,0,0,0
test,6,2026-07-28T22:00:00-03:00,2026-07-29T04:00:00-03:00,13.18,11.18,0,0,0,0,0
test,6,2026-07-28T23:00:00-03:00,2026-07-29T05:00:00-03:00,13.47,11.43,0,0,0,0,0
test,6,2026-07-29T00:00:00-03:00,2026-07-29T06:00:00-03:00,13.82,11.56,0,0,0,0,0
test,6,2026-07-29T01:00:00-03:00,2026-07-29T07:00:00-03:00,14.07,11.83,0,0,0,0,0
test,6,2026-07-29T02:00:00-03:00,2026-07-29T08:00:00-03:00,14.3,12.19,0,0,0,0,0
test,6,2026-07-29T03:00:00-03:00,2026-07-29T09:00:00-03:00,14.46,12.59,0,0,0,0,0
test,6,2026-07-29T04:00:00-03:00,2026-07-29T10:00:00-03:00,14.55,13.07,0,0,0,0,0
test,6,2026-07-29T05:00:00-03:00,2026-07-29T11:00:00-03:00,14.71,13.42,0,0,0,0,0
test,6,2026-07-29T06:00:00-03:00,2026-07-29T12:00:00-03:00,14.81,13.75,0,0,0,0,0
test,6,2026-07-29T07:00:00-03:00,2026-07-29T13:00:00-03:00,14.95,14.0,0,0,0,0,0
test,6,2026-07-29T08:00:00-03:00,2026-07-29T14:00:00-03:00,15.09,14.27,0,0,0,0,0
test,6,2026-07-29T09:00:00-03:00,2026-07-29T15:00:00-03:00,15.16,14.4,0,0,0,0,0
test,6,2026-07-29T10:00:00-03:00,2026-07-29T16:00:00-03:00,15.22,14.55,0,0,0,0,0
test,6,2026-07-29T11:00:00-03:00,2026-07-29T17:00:00-03:00,15.26,14.64,0,0,0,0,0
test,6,2026-07-29T12:00:00-03:00,2026-07-29T18:00:00-03:00,15.28,14.83,0,0,0,0,0
test,6,2026-07-29T13:00:00-03:00,2026-07-29T19:00:00-03:00,15.31,14.95,0,0,0,0,0
test,6,2026-07-29T14:00:00-03:00,2026-07-29T20:00:00-03:00,15.26,15.05,0,0,0,0,0
test,6,2026-07-29T15:00:00-03:00,2026-07-29T21:00:00-03:00,15.21,15.13,0,0,0,0,0
test,6,2026-07-29T16:00:00-03:00,2026-07-29T22:00:00-03:00,15.12,15.21,0,0,0,0,0
test,6,2026-07-29T17:00:00-03:00,2026-07-29T23:00:00-03:00,15.03,15.29,0,0,0,0,0
test,6,2026-07-29T18:00:00-03:00,2026-07-30T00:00:00-03:00,14.88,15.27,0,0,0,0,0
test,6,2026-07-29T19:00:00-03:00,2026-07-30T01:00:00-03:00,14.73,15.3,0,0,0,0,0
test,6,2026-07-29T20:00:00-03:00,2026-07-30T02:00:00-03:00,14.53,15.27,0,0,0,0,0
test,6,2026-07-29T21:00:00-03:00,2026-07-30T03:00:00-03:00,14.31,15.23,0,0,0,0,0
test,6,2026-07-29T22:00:00-03:00,2026-07-30T04:00:00-03:00,14.06,15.16,0,0,0,0,0
test,6,2026-07-29T23:00:00-03:00,2026-07-30T05:00:00-03:00,13.8,15.06,0,0,0,0,0
test,6,2026-07-30T00:00:00-03:00,2026-07-30T06:00:00-03:00,13.49,14.94,0,0,0,0,0
test,6,2026-07-30T01:00:00-03:00,2026-07-30T07:00:00-03:00,13.21,14.79,0,0,0,0,0
test,6,2026-07-30T02:00:00-03:00,2026-07-30T08:00:00-03:00,12.91,14.58,0,0,0,0,0
test,6,2026-07-30T03:00:00-03:00,2026-07-30T09:00:00-03:00,12.6,14.37,0,0,0,0,0
test,6,2026-07-30T04:00:00-03:00,2026-07-30T10:00:00-03:00,12.29,14.1,0,0,0,0,0
test,6,2026-07-30T05:00:00-03:00,2026-07-30T11:00:00-03:00,12.01,13.87,0,0,0,0,0
test,6,2026-07-30T06:00:00-03:00,2026-07-30T12:00:00-03:00,11.74,13.58,0,0,0,0,0
test,6,2026-07-30T07:00:00-03:00,2026-07-30T13:00:00-03:00,11.45,13.28,0,0,0,0,0
test,6,2026-07-30T08:00:00-03:00,2026-07-30T14:00:00-03:00,11.15,12.99,0,0,0,0,0
test,6,2026-07-30T09:00:00-03:00,2026-07-30T15:00:00-03:00,10.81,12.67,0,0,0,0,0
test,6,2026-07-30T10:00:00-03:00,2026-07-30T16:00:00-03:00,10.47,12.37,0,0,0,0,0
test,6,2026-07-30T11:00:00-03:00,2026-07-30T17:00:00-03:00,10.16,12.1,0,0,0,0,0
test,6,2026-07-30T12:00:00-03:00,2026-07-30T18:00:00-03:00,9.99,11.78,0,0,0,0,0
test,6,2026-07-30T13:00:00-03:00,2026-07-30T19:00:00-03:00,9.9,11.51,0,0,0,0,0
test,6,2026-07-30T14:00:00-03:00,2026-07-30T20:00:00-03:00,9.81,11.23,0,0,0,0,0
test,6,2026-07-30T15:00:00-03:00,2026-07-30T21:00:00-03:00,9.69,10.9,0,0,0,0,0
test,6,2026-07-30T16:00:00-03:00,2026-07-30T22:00:00-03:00,9.51,10.54,0,0,0,0,0
test,6,2026-07-30T17:00:00-03:00,2026-07-30T23:00:00-03:00,9.2,10.22,0,1,0,0,1
test,6,2026-07-30T18:00:00-03:00,2026-07-31T00:00:00-03:00,8.89,10.03,0,0,0,0,0
test,6,2026-07-30T19:00:00-03:00,2026-07-31T01:00:00-03:00,8.66,9.92,0,0,0,0,0
test,6,2026-07-30T20:00:00-03:00,2026-07-31T02:00:00-03:00,8.53,9.83,0,0,0,0,0
test,6,2026-07-30T21:00:00-03:00,2026-07-31T03:00:00-03:00,8.42,9.72,0,0,0,0,0
test,6,2026-07-30T22:00:00-03:00,2026-07-31T04:00:00-03:00,8.34,9.55,0,0,0,0,0
test,6,2026-07-30T23:00:00-03:00,2026-07-31T05:00:00-03:00,8.24,9.28,0,0,0,0,0
test,6,2026-07-31T00:00:00-03:00,2026-07-31T06:00:00-03:00,8.15,8.96,0,0,0,0,0
test,6,2026-07-31T01:00:00-03:00,2026-07-31T07:00:00-03:00,8.0,8.71,0,0,0,0,0
test,6,2026-07-31T02:00:00-03:00,2026-07-31T08:00:00-03:00,7.81,8.55,0,0,0,0,0
test,6,2026-07-31T03:00:00-03:00,2026-07-31T09:00:00-03:00,7.63,8.44,0,0,0,0,0
test,6,2026-07-31T04:00:00-03:00,2026-07-31T10:00:00-03:00,7.51,8.36,0,0,0,0,0
test,6,2026-07-31T05:00:00-03:00,2026-07-31T11:00:00-03:00,7.43,8.27,0,0,0,0,0
test,6,2026-07-31T06:00:00-03:00,2026-07-31T12:00:00-03:00,7.4,8.18,0,0,0,0,0
test,6,2026-07-31T07:00:00-03:00,2026-07-31T13:00:00-03:00,7.35,8.03,0,0,0,0,0
test,6,2026-07-31T08:00:00-03:00,2026-07-31T14:00:00-03:00,7.29,7.85,0,0,0,0,0
test,6,2026-07-31T09:00:00-03:00,2026-07-31T15:00:00-03:00,7.22,7.67,0,0,0,0,0
test,6,2026-07-31T10:00:00-03:00,2026-07-31T16:00:00-03:00,7.14,7.53,0,0,0,0,0
test,6,2026-07-31T11:00:00-03:00,2026-07-31T17:00:00-03:00,7.08,7.45,0,0,0,0,0
test,6,2026-07-31T12:00:00-03:00,2026-07-31T18:00:00-03:00,7.02,7.4,0,0,0,0,0
test,6,2026-08-13T00:00:00-03:00,2026-08-13T06:00:00-03:00,7.35,5.27,0,0,0,0,0
test,6,2026-08-13T01:00:00-03:00,2026-08-13T07:00:00-03:00,7.88,5.59,0,0,0,0,0
test,6,2026-08-13T02:00:00-03:00,2026-08-13T08:00:00-03:00,8.24,5.77,0,0,0,0,0
test,6,2026-08-13T03:00:00-03:00,2026-08-13T09:00:00-03:00,8.49,5.91,0,0,0,0,0
test,6,2026-08-13T04:00:00-03:00,2026-08-13T10:00:00-03:00,8.64,6.13,0,0,0,0,0
test,6,2026-08-13T05:00:00-03:00,2026-08-13T11:00:00-03:00,8.78,6.48,0,0,0,0,0
test,6,2026-08-13T06:00:00-03:00,2026-08-13T12:00:00-03:00,8.88,7.19,0,0,0,0,0
test,6,2026-08-13T07:00:00-03:00,2026-08-13T13:00:00-03:00,8.89,7.77,0,0,0,0,0
test,6,2026-08-13T08:00:00-03:00,2026-08-13T14:00:00-03:00,8.83,8.17,0,0,0,0,0
test,6,2026-08-13T09:00:00-03:00,2026-08-13T15:00:00-03:00,8.79,8.44,0,0,0,0,0
test,6,2026-08-13T10:00:00-03:00,2026-08-13T16:00:00-03:00,8.79,8.61,0,0,0,0,0
test,6,2026-08-13T11:00:00-03:00,2026-08-13T17:00:00-03:00,8.87,8.74,0,0,0,0,0
test,6,2026-08-13T12:00:00-03:00,2026-08-13T18:00:00-03:00,9.01,8.87,0,0,0,0,0
test,6,2026-08-13T13:00:00-03:00,2026-08-13T19:00:00-03:00,9.16,8.89,0,0,0,0,0
test,6,2026-08-13T14:00:00-03:00,2026-08-13T20:00:00-03:00,9.28,8.85,0,0,0,0,0
test,6,2026-08-13T15:00:00-03:00,2026-08-13T21:00:00-03:00,9.36,8.79,0,0,0,0,0
test,6,2026-08-13T16:00:00-03:00,2026-08-13T22:00:00-03:00,9.43,8.8,0,0,0,0,0
test,6,2026-08-13T17:00:00-03:00,2026-08-13T23:00:00-03:00,9.49,8.84,0,0,0,0,0
test,6,2026-08-13T18:00:00-03:00,2026-08-14T00:00:00-03:00,9.58,8.97,0,0,0,0,0
test,6,2026-08-13T19:00:00-03:00,2026-08-14T01:00:00-03:00,9.67,9.12,0,0,0,0,0
test,6,2026-08-13T20:00:00-03:00,2026-08-14T02:00:00-03:00,9.73,9.26,0,0,0,0,0
test,6,2026-08-13T21:00:00-03:00,2026-08-14T03:00:00-03:00,9.74,9.35,0,0,0,0,0
test,6,2026-08-13T22:00:00-03:00,2026-08-14T04:00:00-03:00,9.72,9.41,0,0,0,0,0
test,6,2026-08-13T23:00:00-03:00,2026-08-14T05:00:00-03:00,9.67,9.48,0,0,0,0,0
test,6,2026-08-14T00:00:00-03:00,2026-08-14T06:00:00-03:00,9.58,9.56,0,0,0,0,0
test,6,2026-08-14T01:00:00-03:00,2026-08-14T07:00:00-03:00,9.5,9.66,0,0,0,0,0
test,6,2026-08-14T02:00:00-03:00,2026-08-14T08:00:00-03:00,9.4,9.72,0,0,0,0,0
test,6,2026-08-14T03:00:00-03:00,2026-08-14T09:00:00-03:00,9.29,9.74,0,0,0,0,0
test,6,2026-08-14T04:00:00-03:00,2026-08-14T10:00:00-03:00,9.09,9.73,0,0,0,0,0
test,6,2026-08-14T05:00:00-03:00,2026-08-14T11:00:00-03:00,8.88,9.68,0,0,0,0,0
test,6,2026-08-14T06:00:00-03:00,2026-08-14T12:00:00-03:00,8.71,9.6,0,0,0,0,0
test,6,2026-08-14T07:00:00-03:00,2026-08-14T13:00:00-03:00,8.61,9.53,0,0,0,0,0
test,6,2026-08-14T08:00:00-03:00,2026-08-14T14:00:00-03:00,8.57,9.42,0,0,0,0,0
test,6,2026-08-14T09:00:00-03:00,2026-08-14T15:00:00-03:00,8.55,9.32,0,0,0,0,0
test,6,2026-08-14T10:00:00-03:00,2026-08-14T16:00:00-03:00,8.51,9.15,0,0,0,0,0
test,6,2026-08-14T11:00:00-03:00,2026-08-14T17:00:00-03:00,8.48,8.92,0,0,0,0,0
test,6,2026-08-14T12:00:00-03:00,2026-08-14T18:00:00-03:00,8.49,8.75,0,0,0,0,0
test,6,2026-08-14T13:00:00-03:00,2026-08-14T19:00:00-03:00,8.46,8.63,0,0,0,0,0
test,6,2026-08-14T14:00:00-03:00,2026-08-14T20:00:00-03:00,8.41,8.58,6,0,0,6,0
test,6,2026-08-14T15:00:00-03:00,2026-08-14T21:00:00-03:00,8.32,8.55,6,0,0,6,0
test,6,2026-08-14T16:00:00-03:00,2026-08-14T22:00:00-03:00,8.16,8.52,6,0,0,6,0
test,6,2026-08-14T17:00:00-03:00,2026-08-14T23:00:00-03:00,7.97,8.5,6,0,0,6,0
test,6,2026-08-14T18:00:00-03:00,2026-08-15T00:00:00-03:00,7.74,8.49,4,0,0,4,0
test,6,2026-08-14T19:00:00-03:00,2026-08-15T01:00:00-03:00,7.53,8.46,2,0,0,2,0
test,6,2026-08-14T20:00:00-03:00,2026-08-15T02:00:00-03:00,7.36,8.43,1,0,0,1,0
test,6,2026-08-14T21:00:00-03:00,2026-08-15T03:00:00-03:00,7.25,8.34,1,0,0,1,0
test,6,2026-08-14T22:00:00-03:00,2026-08-15T04:00:00-03:00,7.15,8.2,1,0,0,1,0
test,6,2026-08-14T23:00:00-03:00,2026-08-15T05:00:00-03:00,7.09,8.03,1,0,0,1,0
test,6,2026-08-15T00:00:00-03:00,2026-08-15T06:00:00-03:00,7.03,7.81,1,0,0,1,0
test,6,2026-08-31T00:00:00-03:00,2026-08-31T06:00:00-03:00,7.29,6.02,0,0,0,0,0
test,6,2026-08-31T01:00:00-03:00,2026-08-31T07:00:00-03:00,7.49,6.16,0,0,0,0,0
test,6,2026-08-31T02:00:00-03:00,2026-08-31T08:00:00-03:00,7.54,6.26,0,0,0,0,0
test,6,2026-08-31T03:00:00-03:00,2026-08-31T09:00:00-03:00,7.53,6.35,0,0,0,0,0
test,6,2026-08-31T04:00:00-03:00,2026-08-31T10:00:00-03:00,7.5,6.51,0,0,0,0,0
test,6,2026-08-31T05:00:00-03:00,2026-08-31T11:00:00-03:00,7.49,6.84,0,0,0,0,0
test,6,2026-08-31T06:00:00-03:00,2026-08-31T12:00:00-03:00,7.42,7.24,0,0,0,0,0
test,6,2026-08-31T07:00:00-03:00,2026-08-31T13:00:00-03:00,7.26,7.45,0,0,0,0,0
test,6,2026-08-31T08:00:00-03:00,2026-08-31T14:00:00-03:00,7.12,7.54,0,0,0,0,0
test,6,2026-08-31T09:00:00-03:00,2026-08-31T15:00:00-03:00,7.02,7.53,0,0,0,0,0
test,6,2026-08-31T10:00:00-03:00,2026-08-31T16:00:00-03:00,7.01,7.52,0,0,0,0,0
test,6,2026-08-31T11:00:00-03:00,2026-08-31T17:00:00-03:00,7.13,7.49,0,0,0,0,0
test,6,2026-08-31T12:00:00-03:00,2026-08-31T18:00:00-03:00,7.27,7.45,0,0,0,0,0
test,6,2026-08-31T13:00:00-03:00,2026-08-31T19:00:00-03:00,7.38,7.3,0,0,0,0,0
test,6,2026-08-31T14:00:00-03:00,2026-08-31T20:00:00-03:00,7.39,7.16,0,0,0,0,0
test,6,2026-08-31T15:00:00-03:00,2026-08-31T21:00:00-03:00,7.33,7.03,0,0,0,0,0
test,6,2026-08-31T16:00:00-03:00,2026-08-31T22:00:00-03:00,7.25,7.0,0,0,0,0,0
test,6,2026-08-31T17:00:00-03:00,2026-08-31T23:00:00-03:00,7.1,7.07,0,0,0,0,0
test,7,2026-07-02T14:00:00-03:00,2026-07-02T21:00:00-03:00,7.1,5.05,6,0,0,6,0
test,7,2026-07-02T15:00:00-03:00,2026-07-02T22:00:00-03:00,7.3,5.13,6,0,0,6,0
test,7,2026-07-02T16:00:00-03:00,2026-07-02T23:00:00-03:00,7.48,5.28,6,0,0,6,0
test,7,2026-07-02T17:00:00-03:00,2026-07-03T00:00:00-03:00,7.69,5.58,6,0,0,6,0
test,7,2026-07-02T18:00:00-03:00,2026-07-03T01:00:00-03:00,7.95,6.01,6,0,0,6,0
test,7,2026-07-02T19:00:00-03:00,2026-07-03T02:00:00-03:00,8.19,6.53,6,0,0,6,0
test,7,2026-07-02T20:00:00-03:00,2026-07-03T03:00:00-03:00,8.32,6.83,6,0,0,6,0
test,7,2026-07-02T21:00:00-03:00,2026-07-03T04:00:00-03:00,8.35,7.06,6,0,0,6,0
test,7,2026-07-02T22:00:00-03:00,2026-07-03T05:00:00-03:00,8.39,7.24,6,0,0,6,0
test,7,2026-07-02T23:00:00-03:00,2026-07-03T06:00:00-03:00,8.53,7.42,6,0,0,6,0
test,7,2026-07-03T00:00:00-03:00,2026-07-03T07:00:00-03:00,8.62,7.63,6,0,0,6,0
test,7,2026-07-03T01:00:00-03:00,2026-07-03T08:00:00-03:00,8.73,7.89,6,0,0,6,0
test,7,2026-07-03T02:00:00-03:00,2026-07-03T09:00:00-03:00,8.82,8.14,6,0,0,6,0
test,7,2026-07-03T03:00:00-03:00,2026-07-03T10:00:00-03:00,8.82,8.29,6,0,0,6,0
test,7,2026-07-03T04:00:00-03:00,2026-07-03T11:00:00-03:00,8.7,8.35,6,0,0,6,0
test,7,2026-07-03T05:00:00-03:00,2026-07-03T12:00:00-03:00,8.58,8.39,6,0,0,6,0
test,7,2026-07-03T06:00:00-03:00,2026-07-03T13:00:00-03:00,8.44,8.48,6,0,0,6,0
test,7,2026-07-03T07:00:00-03:00,2026-07-03T14:00:00-03:00,8.4,8.62,6,0,0,6,0
test,7,2026-07-03T08:00:00-03:00,2026-07-03T15:00:00-03:00,8.34,8.7,6,0,0,6,0
test,7,2026-07-03T09:00:00-03:00,2026-07-03T16:00:00-03:00,8.32,8.79,6,0,0,6,0
test,7,2026-07-03T10:00:00-03:00,2026-07-03T17:00:00-03:00,8.27,8.84,6,0,0,6,0
test,7,2026-07-03T11:00:00-03:00,2026-07-03T18:00:00-03:00,8.22,8.74,6,0,0,6,0
test,7,2026-07-03T12:00:00-03:00,2026-07-03T19:00:00-03:00,8.17,8.6,6,0,0,6,0
test,7,2026-07-03T13:00:00-03:00,2026-07-03T20:00:00-03:00,8.13,8.48,6,0,0,6,0
test,7,2026-07-03T14:00:00-03:00,2026-07-03T21:00:00-03:00,8.13,8.4,6,0,0,6,0
test,7,2026-07-03T15:00:00-03:00,2026-07-03T22:00:00-03:00,8.11,8.38,6,0,0,6,0
test,7,2026-07-03T16:00:00-03:00,2026-07-03T23:00:00-03:00,8.02,8.33,6,0,0,6,0
test,7,2026-07-03T17:00:00-03:00,2026-07-04T00:00:00-03:00,7.91,8.29,6,0,0,6,0
test,7,2026-07-03T18:00:00-03:00,2026-07-04T01:00:00-03:00,7.74,8.24,6,0,0,6,0
test,7,2026-07-03T19:00:00-03:00,2026-07-04T02:00:00-03:00,7.52,8.18,6,0,0,6,0
test,7,2026-07-03T20:00:00-03:00,2026-07-04T03:00:00-03:00,7.34,8.14,6,0,0,6,0
test,7,2026-07-03T21:00:00-03:00,2026-07-04T04:00:00-03:00,7.22,8.14,6,0,0,6,0
test,7,2026-07-03T22:00:00-03:00,2026-07-04T05:00:00-03:00,7.17,8.11,6,0,0,6,0
test,7,2026-07-03T23:00:00-03:00,2026-07-04T06:00:00-03:00,7.11,8.04,6,0,0,6,0
test,7,2026-07-04T00:00:00-03:00,2026-07-04T07:00:00-03:00,7.06,7.94,6,0,0,6,0
test,7,2026-07-21T15:00:00-03:00,2026-07-21T22:00:00-03:00,7.38,3.41,6,0,0,6,0
test,7,2026-07-21T16:00:00-03:00,2026-07-21T23:00:00-03:00,9.21,3.27,6,0,0,6,0
test,7,2026-07-21T17:00:00-03:00,2026-07-22T00:00:00-03:00,10.77,3.21,6,0,0,6,0
test,7,2026-07-21T18:00:00-03:00,2026-07-22T01:00:00-03:00,11.99,3.25,6,0,0,6,0
test,7,2026-07-21T19:00:00-03:00,2026-07-22T02:00:00-03:00,12.97,3.42,6,0,0,6,0
test,7,2026-07-21T20:00:00-03:00,2026-07-22T03:00:00-03:00,13.77,3.89,6,0,0,6,0
test,7,2026-07-21T21:00:00-03:00,2026-07-22T04:00:00-03:00,14.49,5.02,6,0,0,6,0
test,7,2026-07-21T22:00:00-03:00,2026-07-22T05:00:00-03:00,15.16,6.95,6,0,0,6,0
