observed_cluster_id,nominal_lead_h,first_exceedance_at,complete_observed_cluster,independence_certified,family,subset,observed_targets,paired_n,forecast_failures_with_truth,coverage,within_0_50_n,within_0_50_fraction,mae_m,bias_m,p90_abs_m,p98_abs_m,max_abs_m
f803fdacd0779dfe9e87b834,12,2026-08-13T08:30:00+00:00,False,False,reference,level_ge_7m,49,49,0,1.0,13,0.2653061224489796,0.7371908764567295,0.43888252852263276,1.250540730281318,1.362640255509025,1.4028212579805697
f803fdacd0779dfe9e87b834,12,2026-08-13T08:30:00+00:00,False,False,julho_levels,level_ge_7m,49,49,0,1.0,17,0.3469387755102041,0.6944774035043071,0.3884574583072082,1.1190775279117147,1.2265595117303125,1.243202839580574
dcbe85f6ad3172a997c77a58,1,2026-08-31T08:15:00+00:00,True,False,reference,level_ge_7m,18,18,0,1.0,18,1.0,0.11137915102550193,-0.0691195218512483,0.2359468449443834,0.32723623742793545,0.3641287673038027
dcbe85f6ad3172a997c77a58,1,2026-08-31T08:15:00+00:00,True,False,julho_levels,level_ge_7m,18,18,0,1.0,18,1.0,0.11421083431874246,-0.06902986767242231,0.23985084361025005,0.33183191857792815,0.37056986709367745
dcbe85f6ad3172a997c77a58,2,2026-08-31T08:15:00+00:00,True,False,reference,level_ge_7m,18,18,0,1.0,18,1.0,0.1727962419647955,-0.11818200545164093,0.4059275405548135,0.49438993621089916,0.4955980620850813
dcbe85f6ad3172a997c77a58,2,2026-08-31T08:15:00+00:00,True,False,julho_levels,level_ge_7m,18,18,0,1.0,16,0.8888888888888888,0.1792915710293156,-0.11759689768263984,0.41061802161906646,0.5066623127302133,0.5069708505103057
dcbe85f6ad3172a997c77a58,3,2026-08-31T08:15:00+00:00,True,False,reference,level_ge_7m,18,18,0,1.0,17,0.9444444444444444,0.23381618403976093,-0.13742180941470364,0.41700098163329197,0.5429752044254395,0.5785445139741281
dcbe85f6ad3172a997c77a58,3,2026-08-31T08:15:00+00:00,True,False,julho_levels,level_ge_7m,18,18,0,1.0,17,0.9444444444444444,0.2414350569342577,-0.13856196400885587,0.4537775772502658,0.5603642749656468,0.5943698399470323
dcbe85f6ad3172a997c77a58,4,2026-08-31T08:15:00+00:00,True,False,reference,level_ge_7m,18,18,0,1.0,16,0.8888888888888888,0.26972406056383713,-0.15630468309810588,0.4834426682442696,0.5200276112970367,0.5261751430440418
dcbe85f6ad3172a997c77a58,4,2026-08-31T08:15:00+00:00,True,False,julho_levels,level_ge_7m,18,18,0,1.0,16,0.8888888888888888,0.27684600592007025,-0.15327844342057434,0.5004487083161532,0.5413229388464115,0.5460260571935551
dcbe85f6ad3172a997c77a58,5,2026-08-31T08:15:00+00:00,True,False,reference,level_ge_7m,18,18,0,1.0,17,0.9444444444444444,0.2834705256692343,-0.15151466800830013,0.444429395554606,0.5700143362265876,0.6185648329087776
dcbe85f6ad3172a997c77a58,5,2026-08-31T08:15:00+00:00,True,False,julho_levels,level_ge_7m,18,18,0,1.0,17,0.9444444444444444,0.28573241122133375,-0.146051435377561,0.46292667581460684,0.5527999864848061,0.5877977702668735
dcbe85f6ad3172a997c77a58,6,2026-08-31T08:15:00+00:00,True,False,reference,level_ge_7m,18,18,0,1.0,16,0.8888888888888888,0.2978839862369931,-0.14634871600626287,0.5139628480361227,0.659527663559649,0.6966985531283667
dcbe85f6ad3172a997c77a58,6,2026-08-31T08:15:00+00:00,True,False,julho_levels,level_ge_7m,18,18,0,1.0,15,0.8333333333333334,0.29456301827653103,-0.13338409738742207,0.528237026717914,0.6265853775071659,0.6692817774562148
dcbe85f6ad3172a997c77a58,7,2026-08-31T08:15:00+00:00,True,False,reference,level_ge_7m,18,18,0,1.0,15,0.8333333333333334,0.2957041049071811,-0.13077659951593162,0.5777523114635674,0.7786473244714123,0.8009752325423563
dcbe85f6ad3172a997c77a58,7,2026-08-31T08:15:00+00:00,True,False,julho_levels,level_ge_7m,18,18,0,1.0,16,0.8888888888888888,0.28236881472079106,-0.10656852192811522,0.5148939918425512,0.7245842144571432,0.7663716466815753
dcbe85f6ad3172a997c77a58,8,2026-08-31T08:15:00+00:00,True,False,reference,level_ge_7m,18,18,0,1.0,15,0.8333333333333334,0.2965661820885368,-0.12272075999384402,0.7674079529510005,0.9014918030575279,0.9375311055876532
dcbe85f6ad3172a997c77a58,8,2026-08-31T08:15:00+00:00,True,False,julho_levels,level_ge_7m,18,18,0,1.0,15,0.8333333333333334,0.29249487019600806,-0.08174358783478278,0.7031000270960859,0.7854151744342293,0.8188976901754446
dcbe85f6ad3172a997c77a58,9,2026-08-31T08:15:00+00:00,True,False,reference,level_ge_7m,18,18,0,1.0,14,0.7777777777777778,0.3339760250183274,-0.11198392848389076,0.8583230918387813,1.0693891263781221,1.078891026406982
dcbe85f6ad3172a997c77a58,9,2026-08-31T08:15:00+00:00,True,False,julho_levels,level_ge_7m,18,18,0,1.0,14,0.7777777777777778,0.33789070857304543,-0.0529511989537438,0.7213584394953573,0.907954561543123,0.913769535525228
dcbe85f6ad3172a997c77a58,10,2026-08-31T08:15:00+00:00,True,False,reference,level_ge_7m,18,18,0,1.0,14,0.7777777777777778,0.4240941394273433,-0.1296750137873149,1.0774902728034867,1.3470417977155102,1.4117942558700838
dcbe85f6ad3172a997c77a58,10,2026-08-31T08:15:00+00:00,True,False,julho_levels,level_ge_7m,18,18,0,1.0,14,0.7777777777777778,0.3968894855324162,-0.05111150506796536,0.9053805418743971,1.09260138831839,1.1361928278073368
dcbe85f6ad3172a997c77a58,11,2026-08-31T08:15:00+00:00,True,False,reference,level_ge_7m,18,18,0,1.0,13,0.7222222222222222,0.5211004504672043,-0.1713263155298913,1.3315821968656971,1.6432603598664348,1.664571398566559
dcbe85f6ad3172a997c77a58,11,2026-08-31T08:15:00+00:00,True,False,julho_levels,level_ge_7m,18,18,0,1.0,13,0.7222222222222222,0.4807098280623625,-0.07240885156132043,1.0678539513030936,1.346343943696474,1.3749060223549057
dcbe85f6ad3172a997c77a58,12,2026-08-31T08:15:00+00:00,True,False,reference,level_ge_7m,18,18,0,1.0,10,0.5555555555555556,0.6431755046783558,-0.2356449426472299,1.7208135503916013,1.9025533259556462,1.9097810111933722
dcbe85f6ad3172a997c77a58,12,2026-08-31T08:15:00+00:00,True,False,julho_levels,level_ge_7m,18,18,0,1.0,10,0.5555555555555556,0.5620423033631003,-0.10083192870689055,1.319767663618488,1.495724505287371,1.5652579314131003
