id_subsistema,nom_subsistema,tip_reservatorio,nom_bacia,id_reservatorio,nom_reservatorio,cod_usina,din_instante,val_nivelmontante,val_niveljusante,val_volumeutil,val_vazaoafluente,val_vazaodefluente,val_vazaoturbinada,val_vazaovertida,val_vazaooutrasestruturas,val_vazaotransferida,val_vazaovertidanaoturbinavel,source_file,source_record_index
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-24 05:00:00,94.41,72.64,,815.0,815.0,155.0,815.0,0.0,0.0,353.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40022
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-24 06:00:00,94.24,72.65,,832.0,832.0,157.0,832.0,0.0,0.0,356.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40023
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-24 07:00:00,94.18,72.61,,841.0,841.0,157.0,841.0,0.0,0.0,356.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40024
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-24 08:00:00,94.21,72.62,,841.0,841.0,157.0,841.0,0.0,0.0,356.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40025
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-24 09:00:00,94.21,72.62,,841.0,841.0,156.0,841.0,0.0,0.0,356.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40026
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-24 10:00:00,94.08,72.62,,841.0,841.0,157.0,841.0,0.0,0.0,358.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40027
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-24 11:00:00,94.04,72.61,,850.0,850.0,159.0,850.0,0.0,0.0,357.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40028
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-24 12:00:00,94.08,72.61,,882.0,882.0,159.0,882.0,0.0,0.0,356.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40029
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-24 13:00:00,94.11,72.62,,977.0,977.0,159.0,977.0,0.0,0.0,356.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40030
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-24 14:00:00,94.18,72.62,,999.0,999.0,159.0,999.0,0.0,0.0,354.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40031
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-24 15:00:00,94.31,72.61,,1061.0,1061.0,158.0,1061.0,0.0,0.0,352.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40032
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-24 16:00:00,94.41,72.64,,1151.0,1151.0,156.0,1151.0,0.0,0.0,352.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40033
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-24 17:00:00,94.41,72.82,,1238.0,1238.0,157.0,1238.0,0.0,0.0,356.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40034
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-24 18:00:00,94.11,73.46,,1301.0,1301.0,164.0,1301.0,0.0,0.0,373.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40035
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-24 19:00:00,94.0,73.54,,1340.0,1340.0,166.0,1340.0,0.0,0.0,376.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40036
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-24 20:00:00,94.18,73.45,,1540.0,1540.0,164.0,1540.0,0.0,0.0,370.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40037
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-24 21:00:00,94.45,73.4,,1620.0,1620.0,162.0,1620.0,0.0,0.0,364.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40038
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-24 22:00:00,94.41,73.7,,1743.0,1743.0,164.0,1743.0,0.0,0.0,371.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40039
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-24 23:00:00,94.45,73.99,,1800.0,1800.0,166.0,1800.0,0.0,0.0,375.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40040
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-24 23:59:00,94.41,74.23,,1852.0,1852.0,168.0,1852.0,0.0,0.0,381.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40041
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-25 01:00:00,94.48,74.24,,1890.0,1890.0,168.0,1890.0,0.0,0.0,379.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40042
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-25 02:00:00,94.48,74.37,,1921.0,1921.0,169.0,1921.0,0.0,0.0,382.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40043
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-25 03:00:00,94.41,74.55,,1928.0,1928.0,172.0,1928.0,0.0,0.0,386.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40044
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-25 04:00:00,94.38,74.64,,1952.0,1952.0,173.0,1952.0,0.0,0.0,388.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40045
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-25 05:00:00,94.38,74.62,,1928.0,1928.0,173.0,1928.0,0.0,0.0,387.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40046
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-25 06:00:00,94.38,74.62,,1928.0,1928.0,173.0,1928.0,0.0,0.0,387.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40047
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-25 07:00:00,94.38,74.6,,1936.0,1936.0,172.0,1936.0,0.0,0.0,387.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40048
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-25 08:00:00,94.38,74.59,,1921.0,1921.0,171.0,1921.0,0.0,0.0,388.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40049
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-25 09:00:00,94.38,74.6,,1905.0,1905.0,172.0,1905.0,0.0,0.0,388.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40050
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-25 10:00:00,94.43,74.6,,1874.0,1874.0,172.0,1874.0,0.0,0.0,387.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40051
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-25 11:00:00,94.5,74.56,,1859.0,1859.0,164.0,1859.0,0.0,0.0,391.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40052
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-25 12:00:00,94.53,74.54,,1829.0,1829.0,159.0,1829.0,0.0,0.0,395.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40053
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-25 13:00:00,94.47,74.5,,1800.0,1800.0,159.0,1800.0,0.0,0.0,396.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40054
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-25 14:00:00,94.3,74.5,,1757.0,1757.0,160.0,1757.0,0.0,0.0,399.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40055
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-25 15:00:00,94.23,74.46,,1722.0,1722.0,155.0,1722.0,0.0,0.0,405.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40056
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-25 16:00:00,94.3,74.34,,1681.0,1681.0,152.0,1681.0,0.0,0.0,402.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40057
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-25 17:00:00,94.27,74.17,,1635.0,1635.0,151.0,1635.0,0.0,0.0,399.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40058
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-25 18:00:00,94.24,74.13,,1597.0,1597.0,151.0,1597.0,0.0,0.0,400.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40059
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-25 19:00:00,94.24,74.02,,1548.0,1548.0,150.0,1548.0,0.0,0.0,397.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40060
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-25 20:00:00,94.2,73.95,,1507.0,1507.0,150.0,1507.0,0.0,0.0,397.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40061
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-25 21:00:00,94.14,73.95,,1484.0,1484.0,150.0,1484.0,0.0,0.0,398.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40062
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-25 22:00:00,94.3,73.77,,1451.0,1451.0,148.0,1451.0,0.0,0.0,391.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40063
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-25 23:00:00,94.53,73.5,,1425.0,1425.0,145.0,1425.0,0.0,0.0,381.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40064
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-25 23:59:00,94.53,73.5,,1344.0,1344.0,144.0,1344.0,0.0,0.0,382.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40065
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-26 01:00:00,94.5,73.5,,1344.0,1344.0,145.0,1344.0,0.0,0.0,382.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40066
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-26 02:00:00,94.23,73.6,,1322.0,1322.0,148.0,1322.0,0.0,0.0,388.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40067
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-26 03:00:00,94.23,73.66,,1317.0,1317.0,149.0,1317.0,0.0,0.0,389.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40068
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-26 04:00:00,94.07,73.64,,1312.0,1312.0,150.0,1312.0,0.0,0.0,392.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40069
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-26 05:00:00,94.04,73.6,,1302.0,1302.0,150.0,1302.0,0.0,0.0,392.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40070
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-26 06:00:00,94.07,73.5,,1291.0,1291.0,149.0,1291.0,0.0,0.0,389.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40071
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-26 07:00:00,94.3,73.49,,1328.0,1328.0,147.0,1328.0,0.0,0.0,385.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40072
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-26 08:00:00,94.43,73.47,,1365.0,1365.0,146.0,1365.0,0.0,0.0,383.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40073
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-26 09:00:00,94.57,73.51,,1446.0,1446.0,145.0,1446.0,0.0,0.0,381.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40074
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-26 10:00:00,94.57,73.59,,1533.0,1533.0,144.0,1533.0,0.0,0.0,383.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40075
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-26 11:00:00,94.43,74.01,,1627.0,1627.0,148.0,1627.0,0.0,0.0,394.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40076
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-26 12:00:00,94.5,74.0,,1771.0,1771.0,148.0,1771.0,0.0,0.0,392.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40077
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-26 13:00:00,94.57,74.0,,1822.0,1822.0,148.0,1822.0,0.0,0.0,390.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40078
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-26 14:00:00,94.57,74.34,,1897.0,1897.0,150.0,1897.0,0.0,0.0,398.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40079
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-26 15:00:00,94.57,74.54,,2082.0,2082.0,151.0,2082.0,0.0,0.0,401.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40080
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-26 16:00:00,94.54,74.69,,2120.0,2120.0,149.0,2120.0,0.0,0.0,409.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40081
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-26 17:00:00,94.54,74.83,,2232.0,2232.0,150.0,2232.0,0.0,0.0,412.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40082
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-26 18:00:00,94.6,74.93,,2398.0,2398.0,141.0,2398.0,0.0,0.0,421.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40083
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-26 19:00:00,94.8,74.93,,2486.0,2486.0,137.0,2486.0,0.0,0.0,420.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40084
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-26 20:00:00,95.0,75.45,,2486.0,2486.0,126.0,2486.0,0.0,0.0,440.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40085
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-26 21:00:00,95.17,75.26,,2549.0,2549.0,137.0,2549.0,0.0,0.0,419.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40086
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-26 22:00:00,95.37,75.41,,2615.0,2615.0,137.0,2615.0,0.0,0.0,418.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40087
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-26 23:00:00,95.5,75.45,,2758.0,2758.0,136.0,2758.0,0.0,0.0,416.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40088
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-26 23:59:00,95.57,75.53,,2819.0,2819.0,136.0,2819.0,0.0,0.0,416.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40089
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-27 01:00:00,95.73,75.63,,2767.0,2767.0,136.0,2767.0,0.0,0.0,415.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40090
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-27 02:00:00,95.33,75.75,,2767.0,2767.0,140.0,2767.0,0.0,0.0,426.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40091
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-27 03:00:00,95.97,75.84,,2767.0,2767.0,136.0,2767.0,0.0,0.0,414.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40092
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-27 04:00:00,96.07,75.9,,2749.0,2749.0,136.0,2749.0,0.0,0.0,413.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40093
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-27 05:00:00,95.97,75.92,,2698.0,2698.0,136.0,2698.0,0.0,0.0,416.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40094
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-27 06:00:00,95.97,75.94,,2673.0,2673.0,137.0,2673.0,0.0,0.0,416.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40095
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-27 07:00:00,95.87,75.9,,2623.0,2623.0,137.0,2623.0,0.0,0.0,418.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40096
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-27 08:00:00,95.8,75.85,,2558.0,2558.0,137.0,2558.0,0.0,0.0,418.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40097
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-27 09:00:00,95.7,75.75,,2478.0,2478.0,137.0,2478.0,0.0,0.0,418.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40098
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-27 10:00:00,95.57,75.7,,2394.0,2394.0,137.0,2394.0,0.0,0.0,420.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40099
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-27 11:00:00,95.57,75.62,,2349.0,2349.0,136.0,2349.0,0.0,0.0,419.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40100
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-27 12:00:00,95.47,75.53,,2292.0,2292.0,136.0,2292.0,0.0,0.0,419.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40101
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-27 13:00:00,95.4,75.53,,2292.0,2292.0,137.0,2292.0,0.0,0.0,420.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40102
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-27 14:00:00,95.17,75.3,,2211.0,2211.0,126.0,2211.0,0.0,0.0,431.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40103
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-27 15:00:00,95.0,75.23,,1908.0,1908.0,126.0,1908.0,0.0,0.0,434.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40104
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-27 16:00:00,94.87,74.99,,2037.0,2037.0,126.0,2037.0,0.0,0.0,431.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40105
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-27 17:00:00,94.87,74.72,,1929.0,1929.0,124.0,1929.0,0.0,0.0,425.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40106
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-27 18:00:00,94.87,74.38,,1881.0,1881.0,79.0,1881.0,0.0,0.0,462.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40107
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-27 19:00:00,94.87,74.35,,1816.0,1816.0,50.0,1816.0,0.0,0.0,490.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40108
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-27 20:00:00,94.87,74.37,,1766.0,1766.0,50.0,1766.0,0.0,0.0,491.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40109
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-27 21:00:00,94.87,74.35,,1572.0,1572.0,49.0,1572.0,0.0,0.0,490.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40110
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-27 22:00:00,94.57,74.49,,1610.0,1610.0,65.0,1610.0,0.0,0.0,486.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40111
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-27 23:00:00,94.27,74.49,,1585.0,1585.0,124.0,1585.0,0.0,0.0,436.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40112
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-27 23:59:00,94.0,74.39,,1560.0,1560.0,122.0,1560.0,0.0,0.0,442.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40113
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-28 01:00:00,93.9,74.18,,1536.0,1536.0,120.0,1536.0,0.0,0.0,442.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40114
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-28 02:00:00,93.93,73.88,,1501.0,1501.0,118.0,1501.0,0.0,0.0,434.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40115
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-28 03:00:00,94.0,73.7,,1382.0,1382.0,117.0,1382.0,0.0,0.0,429.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40116
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-28 04:00:00,94.03,73.67,,1393.0,1393.0,116.0,1393.0,0.0,0.0,428.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40117
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-28 05:00:00,94.03,73.7,,1382.0,1382.0,116.0,1382.0,0.0,0.0,429.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40118
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-28 06:00:00,94.03,73.57,,1344.0,1344.0,116.0,1344.0,0.0,0.0,425.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40119
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-28 07:00:00,94.0,73.51,,1312.0,1312.0,115.0,1312.0,0.0,0.0,425.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40120
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-28 08:00:00,94.07,73.23,,1291.0,1291.0,31.0,1291.0,0.0,0.0,500.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40121
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-28 09:00:00,93.97,73.39,,1307.0,1307.0,0.0,1307.0,0.0,0.0,538.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40122
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-28 10:00:00,93.97,73.37,,1233.0,1233.0,0.0,1233.0,0.0,0.0,537.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40123
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-28 11:00:00,93.83,73.34,,1215.0,1215.0,0.0,1215.0,0.0,0.0,540.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40124
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-28 12:00:00,93.77,73.46,,952.0,952.0,57.0,952.0,0.0,0.0,488.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,40125
